booking_date,channel,category,geography,bookings,transacted_value,revenue,spend,profit
2024-01-20,DIRECT,FLIGHT + HOTEL,OTHER,24,41987,3824,0,3824
2024-01-20,DIRECT,HOTEL,DE,18,9403,1031,0,1031
2024-01-20,DIRECT,HOTEL,ES,15,5327,558,0,558
2024-01-20,DIRECT,HOTEL,FR,69,23481,2947,0,2947
2024-01-20,DIRECT,HOTEL,GB,10,5873,619,0,619
2024-01-20,DIRECT,HOTEL,IT,31,19818,1671,0,1671
2024-01-20,DIRECT,HOTEL,OTHER,11,1653,153,0,153
2024-01-20,META,FLIGHT,DE,221,222402,3471,2617,854
2024-01-20,META,FLIGHT,ES,344,242857,8012,4847,3165
2024-01-20,META,FLIGHT,FR,468,462414,8213,7845,368
2024-01-20,META,FLIGHT,GB,115,68773,1693,1409,284
2024-01-20,META,FLIGHT,IT,178,177867,4574,1791,2783
2024-01-20,META,FLIGHT,OTHER,1232,721261,17206,19425,-2219
2024-01-20,META,FLIGHT + HOTEL,DE,2,3746,161,83,78
2024-01-20,META,FLIGHT + HOTEL,ES,1,2941,117,0,117
2024-01-20,META,FLIGHT + HOTEL,FR,36,53480,4390,2088,2302
2024-01-20,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2024-01-20,META,FLIGHT + HOTEL,IT,14,27921,3178,823,2355
2024-01-20,META,FLIGHT + HOTEL,OTHER,12,28954,2639,1414,1225
2024-01-20,META,HOTEL,DE,14,10441,1240,313,927
2024-01-20,META,HOTEL,ES,12,20323,2741,407,2334
2024-01-20,META,HOTEL,FR,45,34402,2960,3500,-540
2024-01-20,META,HOTEL,GB,12,8233,976,60,916
2024-01-20,META,HOTEL,IT,31,10169,979,386,593
2024-01-20,META,HOTEL,OTHER,25,30365,3178,600,2578
2024-01-20,SEM,FLIGHT,DE,173,70854,3373,2472,901
2024-01-20,SEM,FLIGHT,ES,13,17127,1563,544,1019
2024-01-20,SEM,FLIGHT,FR,66,47333,2574,3069,-495
2024-01-20,SEM,FLIGHT,GB,116,76990,2772,3410,-638
2024-01-20,SEM,FLIGHT,IT,45,51590,2611,1269,1342
2024-01-20,SEM,FLIGHT,OTHER,74,35076,2230,3003,-773
2024-01-20,SEM,FLIGHT + HOTEL,DE,70,110475,8779,6116,2663
2024-01-20,SEM,FLIGHT + HOTEL,ES,86,182755,14599,7708,6891
2024-01-20,SEM,FLIGHT + HOTEL,FR,214,250224,18657,15651,3006
2024-01-20,SEM,FLIGHT + HOTEL,GB,37,56497,4957,3047,1910
2024-01-20,SEM,FLIGHT + HOTEL,IT,168,253126,33081,18723,14358
2024-01-20,SEM,FLIGHT + HOTEL,OTHER,43,88592,7346,5876,1470
2024-01-20,SEM,HOTEL,DE,14,11958,1412,399,1013
2024-01-20,SEM,HOTEL,ES,10,3438,398,192,206
2024-01-20,SEM,HOTEL,FR,84,38939,4295,4369,-74
2024-01-20,SEM,HOTEL,GB,25,10687,1216,918,298
2024-01-20,SEM,HOTEL,IT,39,14953,1568,967,601
2024-01-20,SEM,HOTEL,OTHER,5,1678,170,112,58
2024-01-20,SEO,FLIGHT,DE,74,22104,1703,0,1703
2024-01-20,SEO,FLIGHT,ES,7,2656,174,0,174
2024-01-20,SEO,FLIGHT,FR,28,14871,934,0,934
2024-01-20,SEO,FLIGHT,GB,31,23263,937,0,937
2024-01-20,SEO,FLIGHT,IT,43,34762,1405,0,1405
2024-01-20,SEO,FLIGHT,OTHER,11,9085,729,0,729
2024-01-20,SEO,FLIGHT + HOTEL,DE,16,36628,3942,0,3942
2024-01-20,SEO,FLIGHT + HOTEL,ES,48,94470,8195,0,8195
2024-01-20,SEO,FLIGHT + HOTEL,FR,67,79639,7715,0,7715
2024-01-20,SEO,FLIGHT + HOTEL,GB,11,19611,2329,0,2329
2024-01-20,SEO,FLIGHT + HOTEL,IT,47,114906,11672,0,11672
2024-01-20,SEO,FLIGHT + HOTEL,OTHER,9,14189,1614,0,1614
2024-01-20,SEO,HOTEL,DE,4,3158,378,0,378
2024-01-20,SEO,HOTEL,ES,10,11159,879,0,879
2024-01-20,SEO,HOTEL,FR,49,23714,2654,0,2654
2024-01-20,SEO,HOTEL,GB,7,1270,152,0,152
2024-01-20,SEO,HOTEL,IT,20,13104,1210,0,1210
2024-01-20,SEO,HOTEL,OTHER,5,1788,192,0,192
2024-01-21,DIRECT,FLIGHT,DE,122,55298,1698,0,1698
2024-01-21,DIRECT,FLIGHT,ES,52,32299,1147,0,1147
2024-01-21,DIRECT,FLIGHT,FR,62,35141,1577,0,1577
2024-01-21,DIRECT,FLIGHT,GB,50,25974,1206,0,1206
2024-01-21,DIRECT,FLIGHT,IT,70,41515,1312,0,1312
2024-01-21,DIRECT,FLIGHT,OTHER,42,15147,1035,0,1035
2024-01-21,DIRECT,FLIGHT + HOTEL,DE,48,97654,6603,0,6603
2024-01-21,DIRECT,FLIGHT + HOTEL,ES,144,305450,28592,0,28592
2024-01-21,DIRECT,FLIGHT + HOTEL,FR,210,309850,25139,0,25139
2024-01-21,DIRECT,FLIGHT + HOTEL,GB,32,48653,4978,0,4978
2024-01-21,DIRECT,FLIGHT + HOTEL,IT,74,174516,10623,0,10623
2024-01-21,DIRECT,FLIGHT + HOTEL,OTHER,34,58634,5970,0,5970
2024-01-21,DIRECT,HOTEL,DE,22,11741,1090,0,1090
2024-01-21,DIRECT,HOTEL,ES,28,23164,2572,0,2572
2024-01-21,DIRECT,HOTEL,FR,79,26652,3219,0,3219
2024-01-21,DIRECT,HOTEL,GB,7,2840,429,0,429
2024-01-21,DIRECT,HOTEL,IT,37,19827,1760,0,1760
2024-01-21,DIRECT,HOTEL,OTHER,14,4449,459,0,459
2024-01-21,META,FLIGHT,DE,239,187017,4836,3133,1703
2024-01-21,META,FLIGHT,ES,409,336470,9613,6971,2642
2024-01-21,META,FLIGHT,FR,567,415665,12440,8350,4090
2024-01-21,META,FLIGHT,GB,167,79988,3552,1703,1849
2024-01-21,META,FLIGHT,IT,274,251183,6055,3707,2348
2024-01-21,META,FLIGHT,OTHER,1356,911002,25289,19809,5480
2024-01-21,META,FLIGHT + HOTEL,DE,2,1447,145,0,145
2024-01-21,META,FLIGHT + HOTEL,ES,8,22491,2374,1381,993
2024-01-21,META,FLIGHT + HOTEL,FR,29,36838,2750,1961,789
2024-01-21,META,FLIGHT + HOTEL,GB,1,818,112,61,51
2024-01-21,META,FLIGHT + HOTEL,IT,5,7596,801,333,468
2024-01-21,META,FLIGHT + HOTEL,OTHER,16,26244,2762,1903,859
2024-01-21,META,HOTEL,DE,8,4067,915,0,915
2024-01-21,META,HOTEL,ES,26,11227,1353,329,1024
2024-01-21,META,HOTEL,FR,61,53271,4856,2801,2055
2024-01-21,META,HOTEL,GB,20,12278,1175,249,926
2024-01-21,META,HOTEL,IT,45,26721,2210,771,1439
2024-01-21,META,HOTEL,OTHER,23,15904,2829,1262,1567
2024-01-21,SEM,FLIGHT,DE,182,85537,5472,3594,1878
2024-01-21,SEM,FLIGHT,ES,16,13328,655,676,-21
2024-01-21,SEM,FLIGHT,FR,69,43613,2097,3602,-1505
2024-01-21,SEM,FLIGHT,GB,114,52962,1995,3184,-1189
2024-01-21,SEM,FLIGHT,IT,58,43721,1299,1450,-151
2024-01-21,SEM,FLIGHT,OTHER,70,52826,3429,3405,24
2024-01-21,SEM,FLIGHT + HOTEL,DE,64,105116,8307,6311,1996
2024-01-21,SEM,FLIGHT + HOTEL,ES,99,220937,19787,11526,8261
2024-01-21,SEM,FLIGHT + HOTEL,FR,252,405242,28555,17242,11313
2024-01-21,SEM,FLIGHT + HOTEL,GB,41,62598,6327,4076,2251
2024-01-21,SEM,FLIGHT + HOTEL,IT,282,448822,56422,24372,32050
2024-01-21,SEM,FLIGHT + HOTEL,OTHER,52,93504,8804,6573,2231
2024-01-21,SEM,HOTEL,DE,25,17241,2242,709,1533
2024-01-21,SEM,HOTEL,ES,9,4289,364,341,23
2024-01-21,SEM,HOTEL,FR,57,18905,2249,3410,-1161
2024-01-21,SEM,HOTEL,GB,10,3717,392,332,60
2024-01-21,SEM,HOTEL,IT,36,21369,2214,1108,1106
2024-01-21,SEM,HOTEL,OTHER,11,6619,626,226,400
2024-01-21,SEO,FLIGHT,DE,74,28615,1752,0,1752
2024-01-21,SEO,FLIGHT,ES,13,4053,179,0,179
2024-01-21,SEO,FLIGHT,FR,33,12486,822,0,822
2024-01-21,SEO,FLIGHT,GB,47,46335,359,0,359
2024-01-21,SEO,FLIGHT,IT,54,40158,1821,0,1821
2024-01-21,SEO,FLIGHT,OTHER,12,9501,1281,0,1281
2024-01-21,SEO,FLIGHT + HOTEL,DE,27,55627,7589,0,7589
2024-01-21,SEO,FLIGHT + HOTEL,ES,52,142374,10306,0,10306
2024-01-21,SEO,FLIGHT + HOTEL,FR,80,130331,11875,0,11875
2024-01-21,SEO,FLIGHT + HOTEL,GB,10,17164,1901,0,1901
2024-01-21,SEO,FLIGHT + HOTEL,IT,71,158844,15099,0,15099
2024-01-21,SEO,FLIGHT + HOTEL,OTHER,8,10061,753,0,753
2024-01-21,SEO,HOTEL,DE,12,10799,1592,0,1592
2024-01-21,SEO,HOTEL,ES,3,5968,676,0,676
2024-01-21,SEO,HOTEL,FR,50,13565,1188,0,1188
2024-01-21,SEO,HOTEL,GB,3,1097,131,0,131
2024-01-21,SEO,HOTEL,IT,20,13256,1163,0,1163
2024-01-21,SEO,HOTEL,OTHER,3,583,50,0,50
2024-01-22,DIRECT,FLIGHT,DE,147,63095,2524,0,2524
2024-01-22,DIRECT,FLIGHT,ES,68,35530,1024,0,1024
2024-01-22,DIRECT,FLIGHT,FR,88,59449,2086,0,2086
2024-01-22,DIRECT,FLIGHT,GB,62,40104,440,0,440
2024-01-22,DIRECT,FLIGHT,IT,34,24435,328,0,328
2024-01-22,DIRECT,FLIGHT,OTHER,72,32240,1404,0,1404
2024-01-22,DIRECT,FLIGHT + HOTEL,DE,49,83959,6609,0,6609
2024-01-22,DIRECT,FLIGHT + HOTEL,ES,122,268384,19522,0,19522
2024-01-22,DIRECT,FLIGHT + HOTEL,FR,125,220649,13226,0,13226
2024-01-22,DIRECT,FLIGHT + HOTEL,GB,25,42863,3219,0,3219
2024-01-22,DIRECT,FLIGHT + HOTEL,IT,53,109866,8377,0,8377
2024-01-22,DIRECT,FLIGHT + HOTEL,OTHER,17,27341,2237,0,2237
2024-01-22,DIRECT,HOTEL,DE,29,15781,1865,0,1865
2024-01-22,DIRECT,HOTEL,ES,23,14482,1607,0,1607
2024-01-22,DIRECT,HOTEL,FR,104,41185,4159,0,4159
2024-01-22,DIRECT,HOTEL,GB,16,2744,168,0,168
2024-01-22,DIRECT,HOTEL,IT,27,19037,1401,0,1401
2024-01-22,DIRECT,HOTEL,OTHER,17,10033,928,0,928
2024-01-22,META,FLIGHT,DE,197,170328,3164,2326,838
2024-01-22,META,FLIGHT,ES,488,298491,5449,7265,-1816
2024-01-22,META,FLIGHT,FR,520,402455,5994,8911,-2917
2024-01-22,META,FLIGHT,GB,137,87363,3211,2270,941
2024-01-22,META,FLIGHT,IT,269,368525,4711,4230,481
2024-01-22,META,FLIGHT,OTHER,1333,922317,17872,18932,-1060
2024-01-22,META,FLIGHT + HOTEL,DE,3,2369,212,0,212
2024-01-22,META,FLIGHT + HOTEL,ES,7,12786,1320,475,845
2024-01-22,META,FLIGHT + HOTEL,FR,25,26698,2913,1372,1541
2024-01-22,META,FLIGHT + HOTEL,GB,2,1712,36,40,-4
2024-01-22,META,FLIGHT + HOTEL,IT,11,21169,2238,691,1547
2024-01-22,META,FLIGHT + HOTEL,OTHER,15,22621,1522,556,966
2024-01-22,META,HOTEL,DE,13,10712,1402,297,1105
2024-01-22,META,HOTEL,ES,27,7849,948,407,541
2024-01-22,META,HOTEL,FR,38,37628,2777,1835,942
2024-01-22,META,HOTEL,GB,11,3996,685,145,540
2024-01-22,META,HOTEL,IT,34,11388,1161,534,627
2024-01-22,META,HOTEL,OTHER,14,7527,883,410,473
2024-01-22,SEM,FLIGHT,DE,251,86217,6194,3943,2251
2024-01-22,SEM,FLIGHT,ES,13,11329,503,732,-229
2024-01-22,SEM,FLIGHT,FR,64,40713,2185,4469,-2284
2024-01-22,SEM,FLIGHT,GB,136,66544,4120,4472,-352
2024-01-22,SEM,FLIGHT,IT,67,49168,2400,1896,504
2024-01-22,SEM,FLIGHT,OTHER,97,40202,3877,3770,107
2024-01-22,SEM,FLIGHT + HOTEL,DE,77,153797,9263,5110,4153
2024-01-22,SEM,FLIGHT + HOTEL,ES,74,179487,15285,7253,8032
2024-01-22,SEM,FLIGHT + HOTEL,FR,209,271167,23514,15379,8135
2024-01-22,SEM,FLIGHT + HOTEL,GB,50,66925,6755,4278,2477
2024-01-22,SEM,FLIGHT + HOTEL,IT,182,409217,31223,19401,11822
2024-01-22,SEM,FLIGHT + HOTEL,OTHER,48,72738,6650,5297,1353
2024-01-22,SEM,HOTEL,DE,20,15842,1639,629,1010
2024-01-22,SEM,HOTEL,ES,5,1516,187,66,121
2024-01-22,SEM,HOTEL,FR,79,30087,4556,4827,-271
2024-01-22,SEM,HOTEL,GB,16,2846,398,373,25
2024-01-22,SEM,HOTEL,IT,35,17801,1586,780,806
2024-01-22,SEM,HOTEL,OTHER,10,8704,814,229,585
2024-01-22,SEO,FLIGHT,DE,68,21296,1001,0,1001
2024-01-22,SEO,FLIGHT,ES,11,4387,231,0,231
2024-01-22,SEO,FLIGHT,FR,19,13080,638,0,638
2024-01-22,SEO,FLIGHT,GB,38,15732,489,0,489
2024-01-22,SEO,FLIGHT,IT,38,15909,314,0,314
2024-01-22,SEO,FLIGHT,OTHER,14,12861,418,0,418
2024-01-22,SEO,FLIGHT + HOTEL,DE,19,34368,2487,0,2487
2024-01-22,SEO,FLIGHT + HOTEL,ES,35,79373,5339,0,5339
2024-01-22,SEO,FLIGHT + HOTEL,FR,59,106912,6836,0,6836
2024-01-22,SEO,FLIGHT + HOTEL,GB,3,4857,402,0,402
2024-01-22,SEO,FLIGHT + HOTEL,IT,52,116264,9311,0,9311
2024-01-22,SEO,FLIGHT + HOTEL,OTHER,4,4683,444,0,444
2024-01-22,SEO,HOTEL,DE,9,3638,502,0,502
2024-01-22,SEO,HOTEL,ES,6,3935,490,0,490
2024-01-22,SEO,HOTEL,FR,52,17804,1989,0,1989
2024-01-22,SEO,HOTEL,GB,4,391,267,0,267
2024-01-22,SEO,HOTEL,IT,33,13947,1595,0,1595
2024-01-22,SEO,HOTEL,OTHER,7,3314,343,0,343
2024-01-23,DIRECT,FLIGHT,DE,121,44121,2399,0,2399
2024-01-23,DIRECT,FLIGHT,ES,53,20901,915,0,915
2024-01-23,DIRECT,FLIGHT,FR,61,49342,2175,0,2175
2024-01-23,DIRECT,FLIGHT,GB,63,40987,950,0,950
2024-01-23,DIRECT,FLIGHT,IT,48,21899,374,0,374
2024-01-23,DIRECT,FLIGHT,OTHER,54,22827,929,0,929
2024-01-23,DIRECT,FLIGHT + HOTEL,DE,41,87932,7625,0,7625
2024-01-23,DIRECT,FLIGHT + HOTEL,ES,107,180205,14591,0,14591
2024-01-23,DIRECT,FLIGHT + HOTEL,FR,145,242168,17392,0,17392
2024-01-23,DIRECT,FLIGHT + HOTEL,GB,14,16354,1668,0,1668
2024-01-23,DIRECT,FLIGHT + HOTEL,IT,53,126885,10954,0,10954
2024-01-23,DIRECT,FLIGHT + HOTEL,OTHER,16,19558,2342,0,2342
2024-01-23,DIRECT,HOTEL,DE,44,21828,3036,0,3036
2024-01-23,DIRECT,HOTEL,ES,14,6948,688,0,688
2024-01-23,DIRECT,HOTEL,FR,78,38794,4470,0,4470
2024-01-23,DIRECT,HOTEL,GB,19,4276,617,0,617
2024-01-23,DIRECT,HOTEL,IT,42,25334,2348,0,2348
2024-01-23,DIRECT,HOTEL,OTHER,11,6955,538,0,538
2024-01-23,META,FLIGHT,DE,208,140658,2250,2012,238
2024-01-23,META,FLIGHT,ES,342,256376,1100,5937,-4837
2024-01-23,META,FLIGHT,FR,480,267013,6138,8310,-2172
2024-01-23,META,FLIGHT,GB,114,50001,2190,1368,822
2024-01-23,META,FLIGHT,IT,139,175537,1613,2476,-863
2024-01-23,META,FLIGHT,OTHER,946,724530,15707,18488,-2781
2024-01-23,META,FLIGHT + HOTEL,DE,5,9638,1406,160,1246
2024-01-23,META,FLIGHT + HOTEL,ES,7,12472,1449,719,730
2024-01-23,META,FLIGHT + HOTEL,FR,24,40149,3455,1064,2391
2024-01-23,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2024-01-23,META,FLIGHT + HOTEL,IT,5,10441,1321,544,777
2024-01-23,META,FLIGHT + HOTEL,OTHER,20,27254,2356,2033,323
2024-01-23,META,HOTEL,DE,5,3765,437,151,286
2024-01-23,META,HOTEL,ES,10,7210,678,339,339
2024-01-23,META,HOTEL,FR,41,23745,2427,2067,360
2024-01-23,META,HOTEL,GB,9,6648,541,513,28
2024-01-23,META,HOTEL,IT,27,12712,1220,474,746
2024-01-23,META,HOTEL,OTHER,14,8941,676,85,591
2024-01-23,SEM,FLIGHT,DE,236,91317,5366,4456,910
2024-01-23,SEM,FLIGHT,ES,30,24520,1883,891,992
2024-01-23,SEM,FLIGHT,FR,63,41174,1863,3291,-1428
2024-01-23,SEM,FLIGHT,GB,191,91816,4280,5162,-882
2024-01-23,SEM,FLIGHT,IT,67,40230,1379,2037,-658
2024-01-23,SEM,FLIGHT,OTHER,61,46691,2956,3115,-159
2024-01-23,SEM,FLIGHT + HOTEL,DE,67,110572,10973,6416,4557
2024-01-23,SEM,FLIGHT + HOTEL,ES,91,163784,15708,7939,7769
2024-01-23,SEM,FLIGHT + HOTEL,FR,151,246126,16248,13619,2629
2024-01-23,SEM,FLIGHT + HOTEL,GB,36,39516,3495,2940,555
2024-01-23,SEM,FLIGHT + HOTEL,IT,147,287570,32304,18201,14103
2024-01-23,SEM,FLIGHT + HOTEL,OTHER,35,55580,6120,4418,1702
2024-01-23,SEM,HOTEL,DE,30,14503,1655,743,912
2024-01-23,SEM,HOTEL,ES,1,544,74,26,48
2024-01-23,SEM,HOTEL,FR,66,22869,1948,4208,-2260
2024-01-23,SEM,HOTEL,GB,18,4639,612,557,55
2024-01-23,SEM,HOTEL,IT,47,32805,2965,1267,1698
2024-01-23,SEM,HOTEL,OTHER,2,1204,141,76,65
2024-01-23,SEO,FLIGHT,DE,93,32188,1724,0,1724
2024-01-23,SEO,FLIGHT,ES,10,4762,132,0,132
2024-01-23,SEO,FLIGHT,FR,39,24382,1289,0,1289
2024-01-23,SEO,FLIGHT,GB,51,22634,935,0,935
2024-01-23,SEO,FLIGHT,IT,37,17528,316,0,316
2024-01-23,SEO,FLIGHT,OTHER,12,10482,899,0,899
2024-01-23,SEO,FLIGHT + HOTEL,DE,36,59850,4991,0,4991
2024-01-23,SEO,FLIGHT + HOTEL,ES,35,99681,5535,0,5535
2024-01-23,SEO,FLIGHT + HOTEL,FR,66,96959,10191,0,10191
2024-01-23,SEO,FLIGHT + HOTEL,GB,5,8668,508,0,508
2024-01-23,SEO,FLIGHT + HOTEL,IT,40,112976,9340,0,9340
2024-01-23,SEO,FLIGHT + HOTEL,OTHER,4,11351,888,0,888
2024-01-23,SEO,HOTEL,DE,8,2234,386,0,386
2024-01-23,SEO,HOTEL,ES,4,1963,231,0,231
2024-01-23,SEO,HOTEL,FR,44,19332,1803,0,1803
2024-01-23,SEO,HOTEL,GB,1,477,24,0,24
2024-01-23,SEO,HOTEL,IT,37,12139,1224,0,1224
2024-01-23,SEO,HOTEL,OTHER,4,1645,186,0,186
2024-01-24,DIRECT,FLIGHT,DE,147,81745,3642,0,3642
2024-01-24,DIRECT,FLIGHT,ES,58,33827,694,0,694
2024-01-24,DIRECT,FLIGHT,FR,74,32943,2330,0,2330
2024-01-24,DIRECT,FLIGHT,GB,72,35926,1268,0,1268
2024-01-24,DIRECT,FLIGHT,IT,68,47974,1294,0,1294
2024-01-24,DIRECT,FLIGHT,OTHER,57,35214,2250,0,2250
2024-01-24,DIRECT,FLIGHT + HOTEL,DE,64,100719,7892,0,7892
2024-01-24,DIRECT,FLIGHT + HOTEL,ES,98,232824,21148,0,21148
2024-01-24,DIRECT,FLIGHT + HOTEL,FR,186,278853,16742,0,16742
2024-01-24,DIRECT,FLIGHT + HOTEL,GB,24,24801,2105,0,2105
2024-01-24,DIRECT,FLIGHT + HOTEL,IT,64,100254,10442,0,10442
2024-01-24,DIRECT,FLIGHT + HOTEL,OTHER,16,29134,2684,0,2684
2024-01-24,DIRECT,HOTEL,DE,35,12195,1734,0,1734
2024-01-24,DIRECT,HOTEL,ES,16,3257,407,0,407
2024-01-24,DIRECT,HOTEL,FR,106,36972,4340,0,4340
2024-01-24,DIRECT,HOTEL,GB,11,2438,265,0,265
2024-01-24,DIRECT,HOTEL,IT,26,14048,1072,0,1072
2024-01-24,DIRECT,HOTEL,OTHER,11,6815,795,0,795
2024-01-24,META,FLIGHT,DE,246,214235,4193,3330,863
2024-01-24,META,FLIGHT,ES,515,360279,5491,6029,-538
2024-01-24,META,FLIGHT,FR,429,414305,8538,7257,1281
2024-01-24,META,FLIGHT,GB,195,85466,2722,2150,572
2024-01-24,META,FLIGHT,IT,195,313362,3013,2779,234
2024-01-24,META,FLIGHT,OTHER,1229,1076793,23828,22346,1482
2024-01-24,META,FLIGHT + HOTEL,DE,7,12713,1529,162,1367
2024-01-24,META,FLIGHT + HOTEL,ES,4,9169,901,316,585
2024-01-24,META,FLIGHT + HOTEL,FR,21,25991,1451,749,702
2024-01-24,META,FLIGHT + HOTEL,GB,1,1625,129,90,39
2024-01-24,META,FLIGHT + HOTEL,IT,6,13788,1249,358,891
2024-01-24,META,FLIGHT + HOTEL,OTHER,10,14218,1607,1158,449
2024-01-24,META,HOTEL,DE,9,4429,524,133,391
2024-01-24,META,HOTEL,ES,12,9725,937,183,754
2024-01-24,META,HOTEL,FR,40,23499,2481,1854,627
2024-01-24,META,HOTEL,GB,12,3996,373,148,225
2024-01-24,META,HOTEL,IT,29,9018,945,532,413
2024-01-24,META,HOTEL,OTHER,26,12407,1491,284,1207
2024-01-24,SEM,FLIGHT,DE,274,122567,7548,4279,3269
2024-01-24,SEM,FLIGHT,ES,28,16798,1615,1057,558
2024-01-24,SEM,FLIGHT,FR,103,50424,3187,4785,-1598
2024-01-24,SEM,FLIGHT,GB,219,107029,5443,6162,-719
2024-01-24,SEM,FLIGHT,IT,63,58064,656,2031,-1375
2024-01-24,SEM,FLIGHT,OTHER,95,53097,3344,3333,11
2024-01-24,SEM,FLIGHT + HOTEL,DE,88,156784,16396,8392,8004
2024-01-24,SEM,FLIGHT + HOTEL,ES,92,238704,17592,11339,6253
2024-01-24,SEM,FLIGHT + HOTEL,FR,193,259474,19777,11983,7794
2024-01-24,SEM,FLIGHT + HOTEL,GB,40,61245,6283,3414,2869
2024-01-24,SEM,FLIGHT + HOTEL,IT,166,330098,33706,19450,14256
2024-01-24,SEM,FLIGHT + HOTEL,OTHER,36,60294,7089,4855,2234
2024-01-24,SEM,HOTEL,DE,22,5799,723,795,-72
2024-01-24,SEM,HOTEL,ES,5,1106,-1,124,-125
2024-01-24,SEM,HOTEL,FR,100,35867,4249,5284,-1035
2024-01-24,SEM,HOTEL,GB,17,4608,598,550,48
2024-01-24,SEM,HOTEL,IT,47,24681,1962,1372,590
2024-01-24,SEM,HOTEL,OTHER,15,8576,1130,215,915
2024-01-24,SEO,FLIGHT,DE,91,30303,1896,0,1896
2024-01-24,SEO,FLIGHT,ES,8,9827,780,0,780
2024-01-24,SEO,FLIGHT,FR,27,14292,682,0,682
2024-01-24,SEO,FLIGHT,GB,53,26518,770,0,770
2024-01-24,SEO,FLIGHT,IT,47,36883,1527,0,1527
2024-01-24,SEO,FLIGHT,OTHER,22,10958,1747,0,1747
2024-01-24,SEO,FLIGHT + HOTEL,DE,24,47806,3903,0,3903
2024-01-24,SEO,FLIGHT + HOTEL,ES,43,110418,8708,0,8708
2024-01-24,SEO,FLIGHT + HOTEL,FR,76,95355,7033,0,7033
2024-01-24,SEO,FLIGHT + HOTEL,GB,12,13060,1475,0,1475
2024-01-24,SEO,FLIGHT + HOTEL,IT,70,117217,12348,0,12348
2024-01-24,SEO,FLIGHT + HOTEL,OTHER,6,8243,728,0,728
2024-01-24,SEO,HOTEL,DE,8,1773,177,0,177
2024-01-24,SEO,HOTEL,ES,8,2200,223,0,223
2024-01-24,SEO,HOTEL,FR,46,29958,3198,0,3198
2024-01-24,SEO,HOTEL,GB,7,760,112,0,112
2024-01-24,SEO,HOTEL,IT,28,19014,2286,0,2286
2024-01-24,SEO,HOTEL,OTHER,3,670,87,0,87
2024-01-25,DIRECT,FLIGHT,DE,170,79794,3530,0,3530
2024-01-25,DIRECT,FLIGHT,ES,51,28004,658,0,658
2024-01-25,DIRECT,FLIGHT,FR,55,48343,2238,0,2238
2024-01-25,DIRECT,FLIGHT,GB,71,33771,1230,0,1230
2024-01-25,DIRECT,FLIGHT,IT,53,25719,1318,0,1318
2024-01-25,DIRECT,FLIGHT,OTHER,54,29090,1370,0,1370
2024-01-25,DIRECT,FLIGHT + HOTEL,DE,44,81435,9908,0,9908
2024-01-25,DIRECT,FLIGHT + HOTEL,ES,78,190215,17464,0,17464
2024-01-25,DIRECT,FLIGHT + HOTEL,FR,140,222386,14326,0,14326
2024-01-25,DIRECT,FLIGHT + HOTEL,GB,23,34632,3451,0,3451
2024-01-25,DIRECT,FLIGHT + HOTEL,IT,39,71300,4886,0,4886
2024-01-25,DIRECT,FLIGHT + HOTEL,OTHER,28,34027,3744,0,3744
2024-01-25,DIRECT,HOTEL,DE,24,11544,1203,0,1203
2024-01-25,DIRECT,HOTEL,ES,18,6632,843,0,843
2024-01-25,DIRECT,HOTEL,FR,110,40109,4523,0,4523
2024-01-25,DIRECT,HOTEL,GB,11,5412,673,0,673
2024-01-25,DIRECT,HOTEL,IT,31,10755,647,0,647
2024-01-25,DIRECT,HOTEL,OTHER,16,9879,1465,0,1465
2024-01-25,META,FLIGHT,DE,218,158380,3758,2782,976
2024-01-25,META,FLIGHT,ES,298,209417,5403,4091,1312
2024-01-25,META,FLIGHT,FR,522,435997,9943,8505,1438
2024-01-25,META,FLIGHT,GB,145,70638,2890,1266,1624
2024-01-25,META,FLIGHT,IT,187,221718,3274,2556,718
2024-01-25,META,FLIGHT,OTHER,1347,937557,26597,19248,7349
2024-01-25,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2024-01-25,META,FLIGHT + HOTEL,ES,3,5357,568,181,387
2024-01-25,META,FLIGHT + HOTEL,FR,17,23359,1853,907,946
2024-01-25,META,FLIGHT + HOTEL,GB,2,1108,63,90,-27
2024-01-25,META,FLIGHT + HOTEL,IT,7,14778,1505,928,577
2024-01-25,META,FLIGHT + HOTEL,OTHER,16,33922,2766,1562,1204
2024-01-25,META,HOTEL,DE,3,642,66,91,-25
2024-01-25,META,HOTEL,ES,11,7661,812,158,654
2024-01-25,META,HOTEL,FR,40,36106,3393,982,2411
2024-01-25,META,HOTEL,GB,6,2395,215,60,155
2024-01-25,META,HOTEL,IT,27,16536,1231,810,421
2024-01-25,META,HOTEL,OTHER,31,23782,2133,432,1701
2024-01-25,SEM,FLIGHT,DE,232,86064,6677,3543,3134
2024-01-25,SEM,FLIGHT,ES,32,29010,1395,954,441
2024-01-25,SEM,FLIGHT,FR,57,32506,1883,2764,-881
2024-01-25,SEM,FLIGHT,GB,179,72838,4873,4417,456
2024-01-25,SEM,FLIGHT,IT,78,51253,2225,2139,86
2024-01-25,SEM,FLIGHT,OTHER,75,40349,3636,3451,185
2024-01-25,SEM,FLIGHT + HOTEL,DE,83,145289,11293,9271,2022
